artigoEmPeriodico	Adriana Dias	2015		http://dx.doi.org/10.5892/ruvrd.v13i1.2607	COMO ESTIMAR A IMPORTÂNCIA RELATIVA DE UM ÚNICO FATOR EM ESTUDOS DE ACEITAÇÃO VIA CONJOINT ANALYSIS?	Revista da Universidade Vale do Rio Verde,	Ferreira, E. B. ; Silva, B. B. ; DIAS, A.	Qualis nao identificado	REVISTA DA UNIVERSIDADE VALE DO RIO VERDE,
artigoEmPeriodico	Adriana Dias	2014			Modelos não-lineares aplicados aos dados de crescimento de frutos de mangueira Palmer	REVISTA DA ESTATÍSTICA UFOP	DIAS, A.; MUNIZ, J. A. ; SILVA, F. F. ; SAVIAN, T. V.	Qualis nao identificado	REVISTA DA ESTATÍSTICA UFOP
artigoEmPeriodico	Adriana Dias	2006			Avaliação das Variáveis Físico-químicas do Leite de Raças Holandesa e Mestiça sob Condições de Análise do Leite Recém Ordenhado e Refrigerado no CEFETRP no ano de 2005	Revista do Instituto de Latícinios Cândido Tostes	MOREIRA, J. C. ; SILVA, D. R. ; DIAS, A. ; FONTES, E. A. F. ; NEIVA JÚNIOR, A. P. ; BITTENCOURT, F.	Qualis nao identificado	REVISTA DO INSTITUTO DE LATÍCINIOS CÂNDIDO TOSTES
resumoExpandidoEmCongresso	Adriana Dias	2014	Modelos não-lineares aplicados aos dados de crescimento de frutos de mangueira Palmer	59ª RBras, 2014, Ouro Preto. Anais da 59ª RBras	DIAS, A.; MUNIZ, J. A. ; SILVA, F. F. ; SAVIAN, T. V.		
resumoExpandidoEmCongresso	Adriana Dias	2013	Estudo da taxa de acúmulo de boro em frutos de manga utilizando modelos não-lineares	58ª RBras e 15º SEAGRO, 2013, Campina Grande. Anais da 58ª RBras e 15º SEAGRO	DIAS, A.; MUNIZ, J. A. ; SILVA, F. F. ; SAVIAN, T. V.		
resumoExpandidoEmCongresso	Adriana Dias	2011	AJUSTE DE CURVAS DE CRESCIMENTO NA DESCRIÇÃO DA EXPORTAÇÃO DE FÓSFORO DE FRUTOS DE MANGUEIRA	XII ESCOLA DE MODELOS DE REGRESSÃO, 2011, Fortaleza. Anais da XII Escola de Modelos de Regressão	DIAS, A.; SILVEIRA, F. G. ; MATEUS, A. L. S. ; SILVA, A. P. C. M. ; MUNIZ, J. A. ; SILVA, F. F. ; SAVIAN, T. V.		
resumoExpandidoEmCongresso	Adriana Dias	2011	Uso de modelos não lineares na descrição de exportação de micronutrientes de frutos de mangueiras	56ª RBRAS E 14º SEAGRO, 2011, MARINGÁ. ANAIS DA 56ª RBRAS E 14º SEAGRO	DIAS, A.; SOUZA, I. F. ; MUNIZ, J. A. ; SILVA, F. F. ; SAVIAN, T. V.		
resumoExpandidoEmCongresso	Adriana Dias	2010	AJUSTE DE MODELOS NÃO-LINEARES AOS DADOS DE CRESCIMENTO DE FRUTOS DE MANGUEIRA HADEN	55ª RBRAS E 15ª RARG, 2010, Florianópolis. ANAIS DA 55ª RBRAS E 15ª RARG	DIAS, A.; MUNIZ, J. A. ; SILVA, F. F.		
resumoExpandidoEmCongresso	Adriana Dias	2010	Comparação Bayesiana de modelos não-lineares na análise de curvas de crescimento de ovinos cruzados Dorper xMorada Nova	55ª RBRAS E 15ª RARG, 2010, Florianópolis. ANAIS DA 55ª RBRAS E 15ª RARG	SILVEIRA, F. G. ; SILVA, F. F. ; SILVA, A. L. S. ; CARNEIRO, P. L. S. ; DIAS, A.		
resumoExpandidoEmCongresso	Adriana Dias	2009	MAPA DE PREFERÊNCIA INTERNO PARA AVALIAR A ACEITABILIDADE DO DOCE DE LEITE DIET ISENTO DE GORDURA ADICIONADO DE CONCENTRADO PROTÉICO DO SORO	54ª RBRAS e 13º SEAGRO, 2009, SÃO CARLOS. ANAIS DA 54ª RBRAS e 13º SEAGRO	DIAS, A.; BARROSO, N.C. ; SILVA, C. H. O. ; MINIM, V. P. R. ; TEMÓTEO, A.S.		
