artigoEmPeriodico	 	2023	2317-0840		Aprendizagem com pequenas amostras na era do Big Data: uma revisão deliteratura sobre perspectivas e desafios	SIGMAE	ALVES, J. C. P. ; FERREIRA, E. B. ; CARVALHO, I. A.	Qualis nao identificado	SIGMAE
artigoEmPeriodico	 	2023	2447-8938	http://dx.doi.org/10.17921/2447-8938.2023v25n2p96-106	Critical Factors Associated with Morbimortality in COVID-19 Patients Attended at a Brazilian Public Hospital: a Cross-Sectional Study	JOURNAL OF HEALTH SCIENCES (UNOPAR)	AMORIM, ANA FLÁVIA SILVA ; COIMBRA, MICHELLE JESUS ; PODESTÁ, MARCIA HELENA MIRANDA CARDOSO ; SILVA, ALESSANDRA OLIVEIRA DA ; CERDEIRA, CLAUDIO DANIEL ; RODRIGUES, ANDRESSA SILVA ; Nogueira, Denismar Alves ; FERREIRA, ERIC BATISTA ; VIEIRA, LILIANA BATISTA ; BARROS, CARLOS MARCELO DE ; PEREIRA, LEONARDO RÉGIS LEIRA ; TORRES, LARISSA HELENA ; REIS, TIAGO MARQUES DOS	Qualis nao identificado	JOURNAL OF HEALTH SCIENCES (UNOPAR)
artigoEmPeriodico	 	2023	1988-7833	http://dx.doi.org/10.55905/revconv.16n.11-055	Características sociodemográficas, hábitos de vida, doenças crônicas e aspectos do tratamento do Câncer de Mama em mulheres: estudo transversal	CONTRIBUCIONES A LAS CIENCIAS SOCIALES	ANDRADE, JOÃO VITOR ; DE SOUZA, JULIANA CRISTINA MARTINS ; BONIFÁCIO, RAFAEL GUIMARÃES ; BRESSAN, VANIA REGINA ; RESCK, ZÉLIA MARILDA RODRIGUES ; Nogueira, Denismar Alves ; TERRA, FÁBIO DE SOUZA	Qualis nao identificado	CONTRIBUCIONES A LAS CIENCIAS SOCIALES
artigoEmPeriodico	 	2023	2359-4330	http://dx.doi.org/10.13037/ras.vol21.e20238749	Risco de suicídio entre universitários da área da saúde e os fatores associados	REVISTA DE ATENÇÃO À SAÚDE	ANDRADE, M. B. T. ; FERREIRA, L. V. C. ; SEQUEIRA, C. A. C. ; FELIPE, A. O. B. ; ZANETTI, A. C. G. ; NOGUEIRA, D. A. ; Resck, Z. M. R. ; VEDANA, K. G. G.	Qualis nao identificado	REVISTA DE ATENÇÃO À SAÚDE
artigoEmPeriodico	 	2023	2318-8413	http://dx.doi.org/10.18554/refacs.v11i1.6111	Hidden pathway of the COVID-19 pandemic in children's health and nutrition	REVISTA FAMÍLIA, CICLOS DE VIDA E SAÚDE NO CONTEXTO SOCIAL	AZEVEDO, J. L. ; TORRE, A. C. C. D. ; FERREIRA, E. B. ; LUCIA, F. D. ; LIMA, D. B.	Qualis nao identificado	REVISTA FAMÍLIA, CICLOS DE VIDA E SAÚDE NO CONTEXTO SOCIAL
artigoEmPeriodico	 	2023	1678-4405	http://dx.doi.org/10.1007/s42770-023-00966-8	Seroprevalence of SARS-CoV-2 in hospital workers in the southern region of Minas Gerais state in Brazil: An analysis of the pre-vaccine period	BRAZILIAN JOURNAL OF MICROBIOLOGY (ONLINE)	CAIXETA, D. A. ; CARMO, M. A. V. ; FONSECA, F. G. ; NOGUEIRA, D. A. ; COELHO, L. F. L. ; MALAQUIAS, LUIZ COSME COTTA	A2	
artigoEmPeriodico	 	2023	1913-9071	http://dx.doi.org/10.5539/jsd.v16n5p76	Socio-Environmental Impacts of Certifica Minas Café Program on Coffee Plantations in Southern Minas Gerais	JOURNAL OF SUSTAINABLE DEVELOPMENT	CASTRO, CLAUDIO V. ; LIRA, JEAN M. S. ; SALGADO, EDUARDO G. ; Beijo, Luiz A.	Qualis nao identificado	JOURNAL OF SUSTAINABLE DEVELOPMENT
artigoEmPeriodico	 	2023	1073-6085	http://dx.doi.org/10.1007/s12033-023-00683-5	Potassium Phosphite Activates Components Associated with Constitutive Defense Responses in Coffea arabica Cultivars	MOLECULAR BIOTECHNOLOGY	DE FÁTIMA PEREIRA SILVA, PRISCILLA ; DE RESENDE, MÁRIO LÚCIO VILELA ; REICHEL, THARYN ; DE LIMA SANTOS, MARIANA ; DOS SANTOS BOTELHO, DEILA MAGNA ; FERREIRA, ERIC BATISTA ; FREITAS, NATÁLIA CHAGAS	A4	
artigoEmPeriodico	 	2023	1988-7833	http://dx.doi.org/10.55905/revconv.16n.8-248	Infecções Sexualmente Transmissíveis em uma população privada de liberdade do sul de Minas Gerais: estudo transversal	CONTRIBUCIONES A LAS CIENCIAS SOCIALES	DE OLIVEIRA, CRISTIELLY BORBA ; PAIVA, ELIZA MARA DAS CHAGAS ; Nogueira, Denismar Alves ; ASSUNÇÃO, MUNYRA ROCHA SILVA ; GOYATÁ, SUELI LEIKO TAKAMATSU ; CHINI, LUCELIA TERRA ; BRESSAN, VÂNIA REGINA ; CALHEIROS, CHRISTIANNE ALVES PEREIRA	Qualis nao identificado	CONTRIBUCIONES A LAS CIENCIAS SOCIALES
artigoEmPeriodico	 	2023	2333-1119	http://dx.doi.org/10.12691/jfnr-11-6-1	Postharvest Quality of Marolo Fruit (A</i>nnona crassiflora</i> mart.) along Storage	Journal of Food and Nutrition Research	DELLA LUCIA, FLAVIA ; HELENA DE SIQUEIRA ELIAS, HELOÍSA ; PABLO DA SILVA, EDSON ; LUIZA RAMOS PEREIRA XISTO, ANDREA ; FERES LOPES CARDOSO, ANDRÉ ; PINTO DE LIMA, JULIANA ; Batista Ferreira, Eric ; VALÉRIO DE BARROS VILAS BOAS, EDUARDO	B2	
