artigoEmPeriodico	Eder Martioli	2023		http://dx.doi.org/10.1093/mnras/stad3255	A hot mini-Neptune and a temperate, highly eccentric sub-Saturn around the bright K-dwarf TOI-2134	MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	RESCIGNO, F ; HÉBRARD, G ; VANDERBURG, A ; MANN, A W ; MORTIER, A ; MORRELL, S ; BUCHHAVE, L A ; COLLINS, K A ; MANN, C R ; HELLIER, C ; HAYWOOD, R D ; WEST, R ; STALPORT, M ; HEIDARI, N ; ANDERSON, D ; HUANG, C X ; LÓPEZ-MORALES, M ; CORTÉS-ZULETA, P ; LEWIS, H M ; MARTIOLI, E.	A1	
artigoEmPeriodico	Eder Martioli	2023		http://dx.doi.org/10.1051/0004-6361/202347744	TOI-1736 and TOI-2141: Two systems including sub-Neptunes around solar analogs revealed by TESS and SOPHIE	ASTRONOMY & ASTROPHYSICS	MARTIOLI, E.; Hébrard, G. ; DE ALMEIDA, L. ; HEIDARI, N. ; LORENZO-OLIVEIRA, D. ; KIEFER, F. ; ALMENARA, J. M. ; BIERYLA, A. ; Boisse, I. ; Bonfils, X. ; BRICEÑO, C. ; COLLINS, K. A. ; CORTÉS-ZULETA, P. ; DALAL, S. ; DELEUIL, M. ; DELFOSSE, X. ; DEMANGEON, O. ; Eastman, J. D. ; FORVEILLE, T. ; FURLAN, E.	A1	
artigoEmPeriodico	Eder Martioli	2022		http://dx.doi.org/10.1093/mnras/stab3712	BEBOP III	Observations and an independent mass measurement of Kepler-16 (AB) b - the first circumbinary planet detected with radial velocities. MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	TRIAUD, AMAURY H M J ; STANDING, MATTHEW R ; HEIDARI, NEDA ; MARTIN, DAVID V ; BOISSE, ISABELLE ; SANTERNE, ALEXANDRE ; CORREIA, ALEXANDRE C M ; ACUÑA, LORENA ; BATTLEY, MATTHEW ; BONFILS, XAVIER ; CARMONA, ANDRÉS ; CAMERON, ANDREW COLLIER ; CORTÉS-ZULETA, PÍA ; DRANSFIELD, GEORGINA ; DALAL, SHWETA ; DELEUIL, MAGALI ; DELFOSSE, XAVIER ; FARIA, JOÃO ; FORVEILLE, THIERRY ; MARTIOLI, E.	Qualis nao identificado	OBSERVATIONS AND AN INDEPENDENT MASS MEASUREMENT OF KEPLER-16 B - THE FIRST CIRCUMBINARY PLANET DETECTED WITH RADIAL VELOCITIES. MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY
artigoEmPeriodico	Eder Martioli	2022		http://dx.doi.org/10.1038/s41598-022-09021-2	Exocomets size distribution in the $$eta$$ Pictoris planetary system	Scientific Reports	LECAVELIER DES ETANGS, ALAIN ; CROS, LUCIE ; HÉBRARD, GUILLAUME ; Martioli, Eder ; DUQUESNOY, MARC ; KENWORTHY, MATTHEW A. ; KIEFER, FLAVIEN ; LACOUR, SYLVESTRE ; LAGRANGE, ANNE-MARIE ; MEUNIER, NADÈGE ; VIDAL-MADJAR, ALFRED	A1	
artigoEmPeriodico	Eder Martioli	2022		http://dx.doi.org/10.3847/1538-3881/ac68e5	Transit Timing Variations for AU Microscopii b and c	ASTRONOMICAL JOURNAL	WITTROCK, JUSTIN M. ; DREIZLER, STEFAN ; REEFE, MICHAEL A. ; MORRIS, BRETT M. ; PLAVCHAN, PETER P. ; LOWRANCE, PATRICK J. ; DEMORY, BRICE-OLIVIER ; INGALLS, JAMES G. ; GILBERT, EMILY A. ; BARCLAY, THOMAS ; CALE, BRYSON L. ; COLLINS, KAREN A. ; COLLINS, KEVIN I. ; CROSSFIELD, IAN J. M. ; DRAGOMIR, DIANA ; EASTMAN, JASON D. ; MUFTI, MOHAMMED EL ; FELIZ, DAX ; GAGNÉ, JONATHAN ; MARTIOLI, E.	A1	THE ASTRONOMICAL JOURNAL
artigoEmPeriodico	Eder Martioli	2022		http://dx.doi.org/10.3847/1538-3881/ac7cea	TOI-1452 b: SPIRou and TESS Reveal a Super-Earth in a Temperate Orbit Transiting an M4 Dwarf	ASTRONOMICAL JOURNAL	CADIEUX, CHARLES ; DOYON, RENÉ ; PLOTNYKOV, MYKHAYLO ; HÉBRARD, GUILLAUME ; JAHANDAR, FARBOD ; ARTIGAU, ÉTIENNE ; VALENCIA, DIANA ; COOK, NEIL J. ; Martioli, Eder ; VANDAL, THOMAS ; DONATI, JEAN-FRANÇOIS ; CLOUTIER, RYAN ; NARITA, NORIO ; FUKUI, AKIHIKO ; HIRANO, TERUYUKI ; BOUCHY, FRANÇOIS ; COWAN, NICOLAS B. ; GONZALES, ERICA J. ; CIARDI, DAVID R. ; STASSUN, KEIVAN G.	A1	THE ASTRONOMICAL JOURNAL
artigoEmPeriodico	Eder Martioli	2022		http://dx.doi.org/10.3847/1538-3881/ac7ce6	Line-by-line Velocity Measurements: an Outlier-resistant Method for Precision Velocimetry	ASTRONOMICAL JOURNAL	ARTIGAU, ÉTIENNE ; CADIEUX, CHARLES ; COOK, NEIL J. ; DOYON, RENÉ ; VANDAL, THOMAS ; DONATI, JEAN-FRANÇOIS ; MOUTOU, CLAIRE ; DELFOSSE, XAVIER ; FOUQUÉ, PASCAL ; Martioli, Eder ; BOUCHY, FRANÇOIS ; PARSONS, JASMINE ; CARMONA, ANDRES ; DUMUSQUE, XAVIER ; ASTUDILLO-DEFRU, NICOLA ; BONFILS, XAVIER ; MIGNON, LUCILLE	A1	THE ASTRONOMICAL JOURNAL
artigoEmPeriodico	Eder Martioli	2022		http://dx.doi.org/10.1093/mnras/stac2364	Estimating the atmospheric properties of 44 M dwarfs from SPIRou spectra	MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	CRISTOFARI, P I ; DONATI, J-F ; MASSERON, T ; FOUQUÉ, P ; MOUTOU, C ; CARMONA, A ; ARTIGAU, E ; MARTIOLI, E ; HÉBRARD, G ; GAIDOS, E ; DELFOSSE, X	A1	
artigoEmPeriodico	Eder Martioli	2022		http://dx.doi.org/10.1051/0004-6361/202143002	A warm super-Neptune around the G-dwarf star TOI-1710 revealed with TESS, SOPHIE, and HARPS-N	ASTRONOMY & ASTROPHYSICS	KÖNIG, P.-C. ; DAMASSO, M. ; Hébrard, G. ; NAPONIELLO, L. ; CORTÉS-ZULETA, P. ; BIAZZO, K. ; Santos, N. C. ; BONOMO, A. S. ; LECAVELIER DES ÉTANGS, A. ; ZENG, L. ; HOYER, S. ; SOZZETTI, A. ; AFFER, L. ; ALMENARA, J. M. ; BENATTI, S. ; BIERYLA, A. ; Boisse, I. ; Bonfils, X. ; BOSCHIN, W. ; MARTIOLI, E.	A1	
artigoEmPeriodico	Eder Martioli	2022		http://dx.doi.org/10.1088/1538-3873/ac9e74	APERO: A PipelinE to Reduce Observations-Demonstration with SPIRou	PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC	COOK, NEIL JAMES ; ARTIGAU, ÉTIENNE ; DOYON, RENÉ ; HOBSON, MELISSA ; Martioli, Eder ; BOUCHY, FRANÇOIS ; MOUTOU, CLAIRE ; CARMONA, ANDRES ; USHER, CHRIS ; FOUQUÉ, PASCAL ; ARNOLD, LUC ; DELFOSSE, XAVIER ; BOISSE, ISABELLE ; CADIEUX, CHARLES ; VANDAL, THOMAS ; DONATI, JEAN-FRANÇOIS ; DESLIÈRES, ARIANE	A3	
artigoEmPeriodico	Eder Martioli	2022		http://dx.doi.org/10.1051/0004-6361/202244774	Are Am stars and hot-Jupiter planets related?	ASTRONOMY & ASTROPHYSICS	SAFFE, C. ; ALACORIA, J. ; MIQUELARENA, P. ; PETRUCCI, R. ; ARANCIBIA, M. JAQUE ; ANGELONI, R. ; MARTIOLI, E. ; FLORES, M. ; JOFRÉ, E. ; COLLADO, A. ; GUNELLA, F.	A1	
artigoEmPeriodico	Eder Martioli	2022		http://dx.doi.org/10.1051/0004-6361/202142540	TOI-1759 b: A transiting sub-Neptune around a low mass star characterized with SPIRou and TESS	ASTRONOMY & ASTROPHYSICS	MARTIOLI, E.; Hébrard, G. ; Fouqué, P. ; ARTIGAU, É. ; Donati, J.-F. ; CADIEUX, C. ; BELLOTTI, S. ; LECAVELIER DES ETANGS, A. ; Doyon, R. ; DO NASCIMENTO, J.-D. ; ARNOLD, L. ; Carmona, A. ; COOK, N. J. ; CORTES-ZULETA, P. ; DE ALMEIDA, L. ; DELFOSSE, X. ; FOLSOM, C. P. ; KÖNIG, P.-C. ; MOUTOU, C. ; OULD-ELHKIM, M.	A1	
artigoEmPeriodico	Eder Martioli	2021		http://dx.doi.org/10.3847/1538-3881/abd411	DRAGraces: A Pipeline for the GRACES High-resolution Spectrograph at Gemini	The Astronomical Journal	CHENÉ, ANDRÉ-NICOLAS ; MAO, SHUNYUAN ; LUNDQUIST, MICHAEL ; Martioli, Eder ; CARLIN, JEFFREY L.	A1	
artigoEmPeriodico	Eder Martioli	2021		http://dx.doi.org/10.1051/0004-6361/202040235	New constraints on the planetary system around the young active star AU Mic. Two transiting warm Neptunes near mean-motion resonance	ASTRONOMY & ASTROPHYSICS	MARTIOLI, E.; Hébrard, G. ; CORREIA, A. C. M. ; LASKAR, J. ; LECAVELIER DES ETANGS, A.	A1	
artigoEmPeriodico	Eder Martioli	2021		http://dx.doi.org/10.3847/1538-3881/ac0428	Where Is the Water? Jupiter-like C/H Ratio but Strong H O Depletion Found on τ Boötis b Using SPIRou	ASTRONOMICAL JOURNAL	PELLETIER, STEFAN ; BENNEKE, BJÖRN ; DARVEAU-BERNIER, ANTOINE ; BOUCHER, ANNE ; COOK, NEIL J. ; PIAULET, CAROLINE ; COULOMBE, LOUIS-PHILIPPE ; ARTIGAU, ÉTIENNE ; LAFRENIÈRE, DAVID ; DELISLE, SIMON ; ALLART, ROMAIN ; DOYON, RENÉ ; DONATI, JEAN-FRANÇOIS ; FOUQUÉ, PASCAL ; MOUTOU, CLAIRE ; CADIEUX, CHARLES ; DELFOSSE, XAVIER ; HÉBRARD, GUILLAUME ; MARTINS, JORGE H. C. ; Martioli, Eder	A1	THE ASTRONOMICAL JOURNAL
artigoEmPeriodico	Eder Martioli	2021		http://dx.doi.org/10.1117/1.jatis.7.3.038001	Optimization of EMCCD operating parameters for the acquisition system of SPARC4	Journal of Astronomical Telescopes Instruments and Systems	BERNARDES, DENIS VARISE ; Martioli, Eder ; SPADOTI, DANILO HENRIQUE	Qualis nao identificado	JOURNAL OF ASTRONOMICAL TELESCOPES INSTRUMENTS AND SYSTEMS
artigoEmPeriodico	Eder Martioli	2021		http://dx.doi.org/10.1051/0004-6361/202140712	The SOPHIE search for northern extrasolar planets	ASTRONOMY & ASTROPHYSICS	DALAL, S. ; KIEFER, F. ; Hébrard, G. ; SAHLMANN, J. ; SOUSA, S. G. ; FORVEILLE, T. ; DELFOSSE, X. ; ARNOLD, L. ; ASTUDILLO-DEFRU, N. ; Bonfils, X. ; Boisse, I. ; Bouchy, F. ; BOURRIER, V. ; BRUGGER, B. ; CORTÉS-ZULETA, P. ; DELEUIL, M. ; DEMANGEON, O. D. S. ; DÍAZ, R. F. ; HARA, N. C. ; MARTIOLI, E.	A1	
artigoEmPeriodico	Eder Martioli	2021		http://dx.doi.org/10.3847/1538-3881/ac096d	TOI-1278 B: SPIRou Unveils a Rare Brown Dwarf Companion in Close-in Orbit around an M Dwarf	ASTRONOMICAL JOURNAL	ARTIGAU, ÉTIENNE ; HÉBRARD, GUILLAUME ; CADIEUX, CHARLES ; VANDAL, THOMAS ; COOK, NEIL J. ; DOYON, RENÉ ; GAGNÉ, JONATHAN ; MOUTOU, CLAIRE ; Martioli, Eder ; FRASCA, ANTONIO ; JAHANDAR, FARBOD ; LAFRENIÈRE, DAVID ; MALO, LISON ; DONATI, JEAN-FRANÇOIS ; CORTÉS-ZULETA, PÍA ; BOISSE, ISABELLE ; DELFOSSE, XAVIER ; CARMONA, ANDRES ; FOUQUÉ, PASCAL ; MORIN, JULIEN	A1	THE ASTRONOMICAL JOURNAL
artigoEmPeriodico	Eder Martioli	2021		http://dx.doi.org/10.1051/0004-6361/202141151	TOI-1296b and TOI-1298b observed with TESS and SOPHIE: two hot Saturn-mass exoplanets with different densities around metal-rich stars	ASTRONOMY & ASTROPHYSICS	MOUTOU, C. ; ALMENARA, J. M. ; Hébrard, G. ; Santos, N. C. ; STASSUN, K. G. ; DEHEUVELS, S. ; BARROS, S. ; BENNI, P. ; BIERYLA, A. ; Boisse, I. ; Bonfils, X. ; BOYD, P. T. ; COLLINS, K. A. ; BAKER, D. ; CORTÉS-ZULETA, P. ; DALAL, S. ; DEBRAS, F. ; DELEUIL, M. ; DELFOSSE, X. ; MARTIOLI, E.	A1	
artigoEmPeriodico	Eder Martioli	2021		http://dx.doi.org/10.1126/science.abg8794	A compositional link between rocky exoplanets and their host stars	SCIENCE	ADIBEKYAN, VARDAN ; DORN, CAROLINE ; SOUSA, SÉRGIO G. ; SANTOS, NUNO C. ; BITSCH, BERTRAM ; ISRAELIAN, GARIK ; MORDASINI, CHRISTOPH ; BARROS, SUSANA C. C. ; DELGADO MENA, ELISA ; DEMANGEON, OLIVIER D. S. ; FARIA, JOÃO P. ; FIGUEIRA, PEDRO ; HAKOBYAN, ARTUR A. ; OSHAGH, MAHMOUDREZA ; SOARES, BÁRBARA M. T. B. ; KUNITOMO, MASANOBU ; TAKEDA, YOICHI ; JOFRÉ, EMILIANO ; PETRUCCI, ROMINA ; Martioli, Eder	A1	
artigoEmPeriodico	Eder Martioli	2021		http://dx.doi.org/10.3847/1538-3881/ac1f8e	Characterizing Exoplanetary Atmospheres at High Resolution with SPIRou: Detection of Water on HD 189733 b	ASTRONOMICAL JOURNAL	BOUCHER, ANNE ; DARVEAU-BERNIER, ANTOINE ; PELLETIER, STEFAN ; LAFRENIÈRE, DAVID ; ARTIGAU, ÉTIENNE ; COOK, NEIL J. ; ALLART, ROMAIN ; RADICA, MICHAEL ; DOYON, RENÉ ; BENNEKE, BJÖRN ; ARNOLD, LUC ; BONFILS, XAVIER ; BOURRIER, VINCENT ; CLOUTIER, RYAN ; GOMES DA SILVA, JOÃO ; DEIBERT, EMILY ; DELFOSSE, XAVIER ; DONATI, JEAN-FRANÇOIS ; EHRENREICH, DAVID ; MARTIOLI, E.	A1	THE ASTRONOMICAL JOURNAL
artigoEmPeriodico	Eder Martioli	2021		http://dx.doi.org/10.3847/1538-3881/ac2c80	Diving Beneath the Sea of Stellar Activity: Chromatic Radial Velocities of the Young AU Mic Planetary System	ASTRONOMICAL JOURNAL	CALE, BRYSON L. ; REEFE, MICHAEL ; PLAVCHAN, PETER ; TANNER, ANGELLE ; GAIDOS, ERIC ; GAGNÉ, JONATHAN ; GAO, PETER ; KANE, STEPHEN R. ; BÉJAR, VÍCTOR J. S. ; LODIEU, NICOLAS ; ANGLADA-ESCUDÉ, GUILLEM ; RIBAS, IGNASI ; PALLÉ, ENRIC ; QUIRRENBACH, ANDREAS ; AMADO, PEDRO J. ; REINERS, ANSGAR ; CABALLERO, JOSÉ A. ; ROSA ZAPATERO OSORIO, MARÍA ; DREIZLER, STEFAN ; MARTIOLI, E.	A1	THE ASTRONOMICAL JOURNAL
artigoEmPeriodico	Eder Martioli	2021		http://dx.doi.org/10.3847/1538-3881/ac25ef	The Peculiar Chemical Pattern of the WASP-160 Binary System: Signatures of Planetary Formation and Evolution?	ASTRONOMICAL JOURNAL	JOFRÉ, EMILIANO ; PETRUCCI, ROMINA ; MAQUEO CHEW, YILEN GÓMEZ ; RAMÍREZ, IVAN ; SAFFE, CARLOS ; Martioli, Eder ; BUCCINO, ANDREA P. ; MA?EK, MARTIN ; GARCÍA, LUCIANO ; CANUL, ELIAB F. ; GÓMEZ, MERCEDES	A1	THE ASTRONOMICAL JOURNAL
artigoEmPeriodico	Eder Martioli	2020		http://dx.doi.org/10.1051/0004-6361/201936446	Gemini-GRACES high-quality spectra of evolved stars with transiting planets	ASTRONOMY & ASTROPHYSICS	JOFRÉ, E. ; ALMENARA, J. M. ; PETRUCCI, R. ; DÍAZ, R. F. ; GÓMEZ MAQUEO CHEW, Y. ; MARTIOLI, E. ; RAMÍREZ, I. ; GARCÍA, L. ; SAFFE, C. ; CANUL, E. F. ; BUCCINO, A. ; GÓMEZ, M. ; MORENO HILARIO, E.	A1	
artigoEmPeriodico	Eder Martioli	2020		http://dx.doi.org/10.1051/0004-6361/202038108	Early science with SPIRou: near-infrared radial velocity and spectropolarimetry of the planet-hosting star HD 189733	ASTRONOMY & ASTROPHYSICS	MOUTOU, C. ; DALAL, S. ; Donati, J.-F. ; MARTIOLI, E. ; FOLSOM, C. ; ARTIGAU, E. ; Boisse, I. ; Bouchy, F. ; Carmona, A. ; COOK, N.J. ; DELFOSSE, X. ; Doyon, R. ; FOUQUE, P. ; GAISNE, G. ; HEBRARD, G. ; HOBSON, M. ; KLEIN, B. ; LECAVELIER DES ETANGS, A. ; Morin, J.	A1	
artigoEmPeriodico	Eder Martioli	2020		http://dx.doi.org/10.1051/0004-6361/202038695	Spin-orbit alignment and magnetic activity in the young planetary system AU Mic	ASTRONOMY & ASTROPHYSICS	MARTIOLI, E.; Hébrard, G. ; MOUTOU, C. ; Donati, J.-F. ; ARTIGAU, É. ; CALE, B. ; COOK, N. ; DALAL, S. ; DELFOSSE, X. ; FORVEILLE, T. ; GAIDOS, E. ; PLAVCHAN, P. ; BERBERIAN, J. ; Carmona, A. ; CLOUTIER, R. ; Doyon, R. ; Fouqué, P. ; KLEIN, B. ; LECAVELIER DES ETANGS, A. ; MANSET, N.	A1	
artigoEmPeriodico	Eder Martioli	2020		http://dx.doi.org/10.1093/mnras/staa2569	SPIRou: nIR velocimetry & spectropolarimetry at the CFHT	MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	DONATI, J-F ; KOUACH, D ; MOUTOU, C ; DOYON, R ; DELFOSSE, X ; ARTIGAU, E ; BARATCHART, S ; LACOMBE, M ; BARRICK, G ; HÉBRARD, G ; BOUCHY, F ; SADDLEMYER, L ; PARÉS, L ; RABOU, P ; MICHEAU, Y ; DOLON, F ; RESHETOV, V ; CHALLITA, Z ; CARMONA, A ; MARTIOLI, E.	A1	
artigoEmPeriodico	Eder Martioli	2020		http://dx.doi.org/10.1051/0004-6361/202039168	Determining the true mass of radial-velocity exoplanets with Gaia. Nine planet candidates in the brown-dwarf/stellar regime and 27 confirmed planets	ASTRONOMY & ASTROPHYSICS	KIEFER, F. ; Hébrard, G. ; LECAVELIER DES ETANGS, A. ; MARTIOLI, E. ; DALAL, S. ; VIDAL-MADJAR, A.	A1	
artigoEmPeriodico	Eder Martioli	2020		http://dx.doi.org/10.1093/mnras/staa3702	Investigating the young AU Mic system with SPIRou: large-scale stellar magnetic field and close-in planet mass	MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	KLEIN, BAPTISTE ; DONATI, JEAN-FRANÇOIS ; MOUTOU, CLAIRE ; DELFOSSE, XAVIER ; BONFILS, XAVIER ; Martioli, Eder ; FOUQUÉ, PASCAL ; CLOUTIER, RYAN ; ARTIGAU, ÉTIENNE ; DOYON, RENÉ ; HÉBRARD, GUILLAUME ; MORIN, JULIEN ; RAMEAU, JULIEN ; PLAVCHAN, PETER ; GAIDOS, ERIC	A1	
artigoEmPeriodico	Eder Martioli	2019		http://dx.doi.org/10.3847/2515-5172/ab06c7	First Observation of a Planetary Transit with the SPARC4 CCD: Improved Parameters for HATS-24b	Research Notes of the AAS	OLIVEIRA, JANDERSON M. ; Martioli, Eder ; TUCCI-MAIA, MARCELO	Qualis nao identificado	RESEARCH NOTES OF THE AAS
artigoEmPeriodico	Eder Martioli	2018		http://dx.doi.org/10.1093/mnras/stx3246	SPIRou Input Catalogue: global properties of 440 M dwarfs observed with ESPaDOnS at CFHT	MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	FOUQUÉ, PASCAL ; MOUTOU, CLAIRE ; MALO, LISON ; Martioli, Eder ; LIM, OLIVIA ; RAJPUROHIT, ARVIND ; ARTIGAU, ETIENNE ; DELFOSSE, XAVIER ; DONATI, JEAN-FRANÇOIS ; FORVEILLE, THIERRY ; MORIN, JULIEN ; ALLARD, FRANCE ; DELAGE, RAPHAËL ; DOYON, RENÉ ; HÉBRARD, ELODIE ; NEVES, VASCO	A1	
artigoEmPeriodico	Eder Martioli	2018		http://dx.doi.org/10.1088/1538-3873/aacb1e	Characterization of the SPARC4 CCDs	PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC	BERNARDES, D V ; MARTIOLI, E ; RODRIGUES, C V	A3	
artigoEmPeriodico	Eder Martioli	2017		http://dx.doi.org/10.1051/0004-6361/201731430	Signatures of rocky planet engulfment in HAT-P-4	ASTRONOMY & ASTROPHYSICS	SAFFE, C. ; JOFRÉ, E. ; MARTIOLI, E. ; FLORES, M. ; PETRUCCI, R. ; JAQUE ARANCIBIA, M.	A1	
artigoEmPeriodico	Eder Martioli	2017		http://dx.doi.org/10.1093/mnras/stx2306	SPIRou input catalogue: activity, rotation and magnetic field of cool dwarfs	MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	MOUTOU, C. ; HÉBRARD, E. M. ; Morin, J. ; MALO, L. ; Fouqué, P. ; TORRES-RIVAS, A. ; MARTIOLI, E. ; DELFOSSE, X. ; ARTIGAU, E. ; Doyon, R.	A1	
artigoEmPeriodico	Eder Martioli	2017		http://dx.doi.org/10.1093/mnras/stx3009	A survey of eight hot Jupiters in secondary eclipse using WIRCam at CFHT	MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	Martioli, Eder; COLÓN, KNICOLE D. ; ANGERHAUSEN, DANIEL ; STASSUN, KEIVAN G. ; RODRIGUEZ, JOSEPH E. ; ZHOU, GEORGE ; SCOTT GAUDI, B. ; PEPPER, JOSHUA ; BEATTY, THOMAS G. ; TATA, RAMARAO ; JAMES, DAVID J. ; EASTMAN, JASON D. ; WILSON, PAUL ANTHONY ; BAYLISS, DANIEL ; STEVENS, DANIEL J.	A1	
artigoEmPeriodico	Eder Martioli	2016		http://dx.doi.org/10.1093/mnras/stw676	GRACES observations of young [α/Fe]-rich stars	Monthly Notices of the Royal Astronomical Society (Print)	YONG, DAVID ; CASAGRANDE, LUCA ; VENN, KIM A. ; CHENÉ, ANDRÉ-NICOLAS ; KEOWN, JARED ; MALO, LISON ; Martioli, Eder ; ALVES-BRITO, ALAN ; ASPLUND, MARTIN ; DOTTER, AARON ; MARTELL, SARAH L. ; MELÉNDEZ, JORGE ; SCHLESINGER, KATHARINE J.	A1	
artigoEmPeriodico	Eder Martioli	2015		http://dx.doi.org/10.1051/0004-6361/201423492	Measuring the continuum polarization with ESPaDOnS. Astronomy & Astrophysics (Berlin	Print)	PEREYRA, A. ; RODRIGUES, C. V. ; MARTIOLI, E.	Qualis nao identificado	PRINT)
artigoEmPeriodico	Eder Martioli	2013		http://dx.doi.org/10.1051/0004-6361/201321186	observations of very low-mass stars	ASTRONOMY & ASTROPHYSICS	MARTÍN, E. L. ; CABRERA, J. ; MARTIOLI, E. ; SOLANO, E. ; TATA, R.	A1	
artigoEmPeriodico	Eder Martioli	2011		http://dx.doi.org/10.1051/0004-6361/201016111	MOA-2009-BLG-387Lb: a massive planet orbiting an M dwarf. Astronomy & Astrophysics (Berlin	Print)	Batista, V. ; Ricci, D. ; Menzies, J. ; Sahu, K. C. ; McCormick, J. ; Burgdorf, M. J. ; Hessman, F. V. ; Bond, I. ; Koz¿owski, S. ; Makita, S. ; Shporer, A. ; Bos, M. ; Han, C. ; Spector, O. ; Perrott, Y. C. ; Janczak, J. ; Southworth, J. ; Natusch, T. ; Gaudi, B. S. ; MARTIOLI, E.	Qualis nao identificado	PRINT)
artigoEmPeriodico	Eder Martioli	2010		http://dx.doi.org/10.1088/0004-637X/708/1/625	THE MASS OF THE CANDIDATE EXOPLANET COMPANION TO HD 136118 FROM HUBBLE SPACE TELESCOPE ASTROMETRY AND HIGH-PRECISION RADIAL VELOCITIES	The Astrophysical Journal	MARTIOLI, E.; McArthur, Barbara E. ; Benedict, G. Fritz ; Bean, Jacob L. ; Harrison, Thomas E. ; Armstrong, Amber	A1	
artigoEmPeriodico	Eder Martioli	2010		http://dx.doi.org/10.1088/0004-637X/710/2/1641	A COLD NEPTUNE-MASS PLANET OGLE-2007-BLG-368Lb: Cold neptunes are common	The Astrophysical Journal	Sumi, T. ; Bennett, D. P. ; Bond, I. A. ; Udalski, A. ; Batista, V. ; Dominik, M. ; Fouqué, P. ; Kubas, D. ; Gould, A. ; Macintosh, B. ; Cook, K. ; Dong, S. ; Skuljan, L. ; Cassan, A. ; Abe, F. ; Botzler, C. S. ; Fukui, A. ; Furusawa, K. ; Hearnshaw, J. B. ; MARTIOLI, E.	A1	
artigoEmPeriodico	Eder Martioli	2010		http://dx.doi.org/10.1088/0004-6256/139/5/1844	THE MASS OF HD 38529c FROM ASTROMETRY AND HIGH-PRECISION RADIAL VELOCITIES	ASTRONOMICAL JOURNAL	Benedict, G. Fritz ; McArthur, Barbara E. ; Bean, Jacob L. ; Barnes, Rory ; Harrison, Thomas E. ; Hatzes, Artie ; Martioli, Eder ; Nelan, Edmund P.	A1	THE ASTRONOMICAL JOURNAL
artigoEmPeriodico	Eder Martioli	2010		http://dx.doi.org/10.1088/0004-637X/715/2/1203	NEW OBSERVATIONAL CONSTRAINTS ON THE ? ANDROMEDAE SYSTEM WITH DATA FROM THE AND HOBBY-EBERLY TELESCOPE	The Astrophysical Journal	McArthur, Barbara E. ; Benedict, G. Fritz. ; Barnes, Rory ; Martioli, Eder ; Korzennik, Sylvain ; Nelan, Ed ; Butler, R. Paul	A1	
artigoEmPeriodico	Eder Martioli	2010		http://dx.doi.org/10.1088/0004-637X/720/2/1073	FREQUENCY OF SOLAR-LIKE SYSTEMS AND OF ICE AND GAS GIANTS BEYOND THE SNOW LINE FROM HIGH-MAGNIFICATION MICROLENSING EVENTS IN 2005-2008	The Astrophysical Journal	Gould, A. ; Dong, Subo ; Gaudi, B. S. ; Udalski, A. ; Bond, I. A. ; Greenhill, J. ; Street, R. A. ; Dominik, M. ; Sumi, T. ; Szyma?ski, M. K. ; Han, C. ; Allen, W. ; Bolt, G. ; Bos, M. ; Christie, G. W. ; DePoy, D. L. ; Drummond, J. ; Eastman, J. D. ; Gal-Yam, A. ; MARTIOLI, E.	A1	
artigoEmPeriodico	Eder Martioli	2010		http://dx.doi.org/10.1051/0004-6361/201014219	Identification of strong photometric activity in the components of LHS 1070. Astronomy & Astrophysics (Berlin	Print)	ALMEIDA, L. A. ; Jablonski, F. ; Martioli, Eder	Qualis nao identificado	PRINT)
artigoEmPeriodico	Eder Martioli	2006		http://dx.doi.org/10.1017/S1743921307007090	How to look for planetary transits using small telescopes and commercial CCDs in developing countries	Proceedings of the International Astronomical Union (Print)	Martioli, Eder; Jablonski, F.	Qualis nao identificado	PROCEEDINGS OF THE INTERNATIONAL ASTRONOMICAL UNION
trabalhoCompletoEmCongresso	Eder Martioli	2014	http://dx.doi.org/10.1117/12.2057417	GRACES: Gemini remote access to CFHT ESPaDOnS spectrograph through the longest astronomical fiber ever made: experimental phase completed	SPIE Astronomical Telescopes + Instrumentation	NAVARRO, RAMÓN ; CUNNINGHAM, COLIN R. ; BARTO, ALLISON A. ; CHENE, ANDRÉ-NICOLAS ; PADZER, JOHN ; BARRICK, GREGORY ; ANTHONY, ANDRE ; BENEDICT, TOM ; DUNCAN, DAVE ; GIGOUX, PEDRO ; KLEINMAN, SCOT ; MALO, LISON ; Martioli, Eder ; MOUTOU, CLAIRE ; PLACCO, VINICIUS ; RESHETOVAND, VLADIMIR ; RHEE, JAEHYON ; ROTH, KATHERINE ; SCHIAVON, RICARDO ; TOLLESTRUP, ERIC V.		
